unique_id,id,year,text,label
1988_a49472965cdb4b88b3956ec9772e89ee,T84,1988,what I'm about to say is unclassified,Claim
1988_f4f714968dd86e254a9385c20a27d465,T85,1988,Seven administrations were dealing with Mr. Noriega,Premise
1988_0b9db87d697c42a399ffe8927fbb3483,T86,1988,It was the Reagan-Bush administration that brought this man to justice,Claim
1988_6ac57f175499d2857c239b16b1e2a356,T87,1988,I think it's about time we get this Noriega matter in perspective,Claim
1988_62e2f706e2581e103821d31fcab77401,T88,1988,call off all those pickets out there that are trying to tear down seven different administrations,Claim
1988_324c55e59098e71cc35702c5fc6a17ad,T89,1988,we want to bring him to justice,Claim
1988_4c476a93b294a3eb28bab2aeabcb1550,T90,1988,I went down there and talked to the president of Panama about cleaning up their money laundering,Claim
1988_7881709245978aaf78b375569c228227,T91,1988,"there was no evidence at that time, and when the evidence was there",Premise
1988_14b4faeb6af4b98d0cdf690a3972a435,T92,1988,we indicted him,Claim
1988_68c927d340e05146a0877e58dc896b8f,T93,1988,Mr. Noriega was there,Premise
1988_b592404c44ef5d2f5da82544c541e4ab,T94,1988,Panama is a friendly country,Premise
1988_f35b747d025a875f97c27cd070c91205,T95,1988,no hard evidence until we indicted him,Claim
1988_38b2292c7c29c7a2ad36e9a5b7a4e891,T96,1988,"as the governor of Massachusetts knows, there was no evidence that governor Mr. Noriega was involved in drugs",Premise
1988_61f9c80aae30abba8f8ee56f02fed44e,T97,1988,let me lay out for you my own strategy for bring that deficit down,Claim
1988_19a24fb9d7610e3fd4e4a828b5d470f3,T98,1988,as a chief executive that's balanced ten budgets in a row,Premise
1988_124c3f656cba17a7e29139fab776dc1f,T99,1988,I've had to make those tough decisions and those tough choices,Claim
1988_5d29b14004d13e360d1845466c02a9bd,T100,1988,"First, I've suggested that there are certain weapons systems which we don't need and we can't afford",Claim
1988_f1bfc26489ddafd473207143c509e527,T101,1988,I think those are the kinds of tough choices you have to make,Claim
1988_55485b290f68a8e20604d9dba17b0e57,T102,1988,Mr. Bush has been critical of me for that,Premise
1988_1d6e2566b4503700a2806beba477eedd,T103,1988,I've also suggested that there are weapons systems that we should proceed on,Claim
1988_55c1fa80c29620f9ea89d7071e25ce3e,T104,1988,I've outlined those in detail,Claim
1988_6db29bd7ad8cf758bcd4bf1d9b35725d,T105,1988,we've got to invest in economic growth in this country,Claim
1988_04809dd6cf04ccb3069915923d95ff31,T106,1988,in every part of this country,Premise
1988_308c9410b7be7a5f2f48a3205534df11,T107,1988,Building that kind of growth expands revenues and helps to bring down that deficit,Claim
1988_78dd56791eeefdaa810e6bb3f2132a96,T108,1988,we have to bring interest rates down,Claim
1988_c046640bf52754e181bb4eefc978baeb,T109,1988,"we will as we come up with a good, solid plan with the Congress for bringing that deficit down",Claim
1988_f806a88a8fc751cccce993a242baab52,T110,1988,we've got to go out there and collect billions and billions of dollars in taxes owed that aren't being paid to this country,Claim
1988_376d2c8825fc03cd6f628dafb2dd7367,T111,1988,We can help people to live better lives,Claim
1988_c8f27c65059e3d194814f7270f71dd0f,T112,1988,save money by helping hundreds of thousands of families on welfare to get off or welfare,Claim
1988_ceb573ea13cd8ab7ee04b575e9ad9d7a,T113,1988,to become productive citizens again,Claim
1988_fa368f568d7477033a8897211cfa1ba2,T114,1988,he's going to be the Joe Isuzu of American politics,Claim
1988_84824093616ec766cb2f186e86c1cafd,T115,1988,If he keeps this up,Premise
1988_73f981abc5ed5fb4cddd16ed4f80e537,T116,1988,He also wants to spend a lot of money on additional programs,Premise
1988_0d56ea5bc396cc3c9d368a42ca86a77f,T117,1988,He seems to want to spend a great deal of money on just about every weapon system,Premise
1988_9a71c99fcb0af904f41306f06a7759c9,T118,1988,"he wants to give the wealthiest taxpayers in this country a five year, $40 billion tax break",Premise
1988_20dcd006add59a39cdfc1d0ba704ddf8,T119,1988,I think he's going to try it again,Claim
1988_1cc2f10d1726ddc63c2a1c0c7a72be7b,T120,1988,he's broken that pledge at least times in the last year that I know of,Claim
1988_b6ae85bcad320bffcd667e4b74672a0f,T121,1988,the only place he can go to balance that budget is to raid the Social Security Trust Fund,Claim
1988_21223b9c9b9dae857b5185504ff7632e,T122,1988,he tried that in 1985,Premise
1988_47a37ca69d2ccbb860b6e42e08b565ab,T123,1988,It's not going to cost the government money,Claim
1988_6dd9f47261609816e077750193962f77,T124,1988,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut",Premise
1988_bac62fc19722d23ff02d56f4f6b13f11,T125,1988,It's going to increase revenues to the federal government,Claim
1988_e0521d360c2f1cc9a12338c7d5aece03,T126,1988,it's going to create jobs,Claim
1988_52ce46945e820c03b719d23af68f26f5,T127,1988,I think makes a big difference between us,Claim
1988_9a55677ee6861ecf55d5e0d7b57105fa,T128,1988,that's one of the things,Premise
1988_8696334f0703b4c5faad756cb28e7d93,T129,1988,I have made a specific proposal for what I call a flexible freeze,Claim
1988_d4ce3c6c45cb547874909ce4ee0cc43c,T130,1988,we continue to grow,Claim
1988_117d776035e3eecc4f2b57a2b503a1fb,T131,1988,I will not raise taxes,Premise
1988_00519169ddaf3a2ca14d976c4b7c5e99,T132,1988,economists on the East Coast and West think it's good,Premise
1988_ebfd9ae8e45592d2e27e30a72b5816df,T133,1988,it permits the president to sort out the priorities,Premise
1988_a5f96f1b8500f8b0ace77a89c884e770,T134,1988,I think it's the Republican Party and my concern to bring it down,Claim
1988_22c02eecd3eeddeb133a4e335a72e995,T135,1988,presidential leadership that I want to provide in this area will bring it down,Claim
1988_239463c08a3ab8c8f754a9a66907b024,T136,1988,we've got to get the Democrats - Congress under control,Claim
1988_355bb86021c7484e4ccc266770382de4,T137,1988,I'd like to ask the Governor to join in getting for the president what 43 governors have,Claim
1988_1d4c6659abc46d0f03ae5e71a6d9305a,T138,1988,the line-item veto,Premise
1988_df458623fdc3f9f1fa40e17a1e7b3453,T139,1988,They do all the spending,Premise
1988_8d788a65719e45d022e0481bad2bb4e3,T140,1988,they appropriate every dime and tell us how to spend every dime,Premise
1988_21ce55d1cb38bb2ae0b3eb8d4a4d2000,T141,1988,I would like a balanced budget amendment,Claim
1988_7d69c70c40d95ad9192d6b04421ac719,T142,1988,He has to operate in Massachusetts under a balanced budget proviso,Claim
1988_f59ecb21fafbba5d502f575873a2be88,T143,1988,we cut the taxes and revenues are up by 25 percent in three years,Claim
1988_0082b3549954fb5bc8e0792b8adc8410,T144,1988,the dynamics of the economy,Premise
1988_8d475ff585f832ae493a6fb1a91c220a,T145,1988,my formula says grow at the rate of inflation,Claim
1988_c52e24af33f2d13b67c7f6e6a9c74033,T146,1988,So the problem is that we are continuing to spend too much,Claim
1988_71667f1177595b9464230efea52ca9c3,T147,1988,Permit the president to set the priorities on where we do the spending,Claim
1988_d30c7f1ef437826b138f98e43653ab05,T148,1988,it isn't that we're taking too little - from taxpayer,Claim
1988_0960601a4035bfc9a469348741d611ee,T149,1988,we're spending too much still,Claim
1988_d8ddd5daf4b36c428920ea345564a86e,T150,1988,Spending was only up something like 4 percent,Premise
1988_487e2683143d5bb6ff0f66e2b27e236d,T151,1988,the formula I've given you works,Claim
1988_72ff68d2640961ee158d56b98ba0b595,T152,1988,we've put it through a good economic model,Claim
1988_ca4e0664146d707f93e457b4b46c52d5,T153,1988,"we've got good economists on the West Coast, Michael Boskin and Marty Feldstein up there",Claim
1988_732d94bc952438b3fa127f79a4d27ac3,T154,1988,who's a very respected economist in the - Massachusetts,Premise
1988_5efe3fd868077ef91f009b142b49337d,T155,1988,"if we can do what I've said, we can get it down without going and socking the American taxpayer once again",Claim
1988_02023a9308ec83893697170951601f3a,T156,1988,they agree,Premise
1988_1eb5c7c6f5b8284999187d0937176e15,T157,1988,please let's learn from history,Claim
1988_7e7bda37660fb95022963ca49f33e8cb,T158,1988,"Capital gains, one more point on that",Premise
1988_461c8364d760370b0f9a4d41d9846424,T159,1988,"I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully",Claim
1988_fbd76aa51770adf7e20ce75c0b03356b,T160,1988,that's more than the average teacher makes,Claim
1988_c7c76424864f5daff8dbdf2f4a51c44d,T161,1988,"We've had enough of that, ladies and gentlemen",Claim
1988_97149ff206876daa55d3e32ebd67165b,T162,1988,"an average of about $30,000 that we're going to give to people making $200,000 a year",Claim
1988_6780e875db0b1557f0dcda35c62260ef,T163,1988,"What he's proposing after over a trillion in new debt which has been added in the Federal debt in the course of the past eight years, an IOU our children and grandchildren will be paying for years, is a tax cut for the wealthiest one percent of the people in this country",Claim
1988_7e9a0a608163ee95400ead246f307d93,T164,1988,It's time for a chief executive who can make tough choices,Claim
1988_f13b789474b4c5af98dc09d0696900d1,T165,1988,can get that deficit down and begin to build a strong fiscal foundation under this country,Claim
1988_03190a23aaff6c71673fbb6917b56c85,T166,1988,can work with the Congress,Claim
1988_e696011413103e31ec43093f182f944d,T167,1988,We've run up more debt in the last eight years than under all the presidents from George Washington to Jimmy Carter combined,Premise
1988_25336bbb5f8ab8ca4f450dfa92b854d8,T168,1988,"One thing I will not do is sock every business in the country and, thus, throw some people out of work",Claim
1988_7dfd77d7f536afaac511a22368773416,T169,1988,I want to keep this economic recovery going,Claim
1988_ec6943895e75c11537f9c7b846649a6a,T170,1988,What I will do is permit people to buy into Medicaid,Claim
1988_ff36d11bb43e452ed7066e677ff17a48,T171,1988,More Americans at work today than any time in history,Claim
1988_8ba27134c57aa06ac9b18d732d32998b,T172,1988,a greater percentage of the work force,Premise
1988_4eda351c87480f737cfa240b4580891d,T173,1988,I am proud to have been part of an administration that past the first catastrophic health bill,Claim
1988_015cd0e8e9c56fb38cfa39ec45347286,T174,1988,"it seems to me, in full enforcement of the catastrophic program",Claim
1988_c7e5a0d2a8e6ec341349942d9141f7e3,T175,1988,It lies to me in flexibility in Medicaid,Claim
1988_4687833e622ecbcb2a2df8a279d95bc9,T176,1988,we've got to keep going forward without killing off the engine and throwing people out of work,Claim
1988_2398592a8a68a5c868f4052659d53848,T177,1988,I do not want to see us mandate across the board that every company has to do this,Claim
1988_c3c89c38a7ce3eef575aedd4e2660669,T178,1988,"I really think that marginal operators are going to go say, ""We can't make it.""",Claim
1988_1aaec61a6726830eccf473a3766376a0,T179,1988,I think then you're going to see that people are put out of work,Claim
1988_bd412d558f30373c3a399e4e9455def1,T180,1988,people at the lowest end can buy in there and get their needs covered,Premise
1988_42e028a34a1d48fce6ff260fdb771262,T181,1988,it seems to me that somebody pays that,Claim
1988_95341183f14dd806580e0aaa14b10344,T182,1988,I think we ought to do it in the Medicaid system,Claim
1988_2561065ff198fdf0f232adaed32ba763,T183,1988,I just don't want to mandate it and risk putting this - setting the recovery back,Claim
1988_17c0a5d899e40994a4521c9b1ba8c89f,T184,1988,It's a terrible problems in terms of flexibility on private insurance,Claim
1988_80b3ff1e6501a8edf51174c9b0be00ca,T185,1988,I think we ought to do it by everybody doing what they can do out of conscience,Claim
1988_0d773dce6e2600cb61ac393ac250d67d,T186,1988,I think we ought to do it by full enforcement of the catastrophic health insurance,Claim
1988_29f2e28bd47973e5c3dc96f0a05bf90b,T187,1988,It either gets passed along as increased prices or it gets passed along by people being put out of work,Premise
1988_a3c15dce602f12c3f788d8d655b63414,T188,1988,the business can continue to compete,Claim
1988_36bbfe07885b8d0bbf2a9c3764a54615,T189,1988,There isn't any such thing as something free out there,Claim
1988_58ad9cff82db9fe81654bf69a8372239,T190,1988,"I'd love to know what he thinks, $35 - $40 billion",Claim
1988_425a5c4187713977902c590897527e59,T191,1988,I think it's time that when you got a job in this country it came with health insurance,Claim
1988_cc2689967644b8f45a8e802bc685fdf6,T192,1988,My state just became the only state in the nation to provide for universal health care,Claim
1988_0b3961a490a55221a8b5cb995087474a,T193,1988,we did it with the support of the business community and labor and the health care community and with virtually everybody in the state,Claim
1988_7ef5e6d25b6413d97084ba87df46e9bb,T194,1988,Has an 11 year old son and can't let that son compete in sports and Little League,Claim
1988_879b698620ef17b436d8374886546936,T195,1988,he's afraid he's going to get hurt and he won't be able to provide health insurance to pay those bills,Premise
1988_07c99c1e0dc4eac4e50289a5b0710cd4,T196,1988,All of them with little or no health insurance,Claim
1988_19c4465af6adff27f656c3dca94775e6,T197,1988,"I was in Houston on Tuesday meeting with a group of good citizens, working citizens",Premise
1988_7d59a0447b4d95b3fda438094a63af95,T198,1988,One of them was a father who had been laid off a few months ago and lost his health insurance,Premise
1988_e61e216855f33464c64e89011f89a6b2,T199,1988,most of them members of working families who don't have a dime of health insurance and don't know how to pay the bills if their kids get sick at night,Claim
1988_551d6f5e19880a38cdee3fc99719ca6b,T200,1988,That's the way we're going to provide basic health security for all of the citizens of this country of ours,Claim
1988_31971996d9221f91690f8add0a263b80,T201,1988,I didn't know that the Vice President attacked our program in Massachusetts,Claim
1988_07275c5fbf412e2a6bb75ad80aa46eaf,T202,1988,I hope he hasn't,Claim
1988_848ee863d04982d1adc2b393fcee11d6,T203,1988,has won the support of a great many people all over the state,Premise
1988_d43a06314ea90a58c171d9d350842525,T204,1988,I think it's a model for what I hope we can do across the country,Claim
1988_f9c698d94a90b8f9cfad5ee6c020c52d,T205,1988,I suspect he remembers it,Claim
1988_717bb8fdebaf2e2f9d74dcab228b325e,T206,1988,The last time the Vice President used that phrase,Premise
1988_2dfc928168c0884b90f8b901a3268fdd,T207,1988,"when I proposed my plan this past Tuesday, he or one of his spokesmen called it socialized medicine",Premise
1988_98be93df76eb42ba3fc6f2bf7ac1a836,T208,1988,he was wrong then and he's wrong now,Claim
1988_e5b6de2543a330f1c7cc9ad3f8a89527,T209,1988,It was in 1964 and that's what he called Medicare,Premise
1988_64a589833f43eff2f9fa37018a8c8216,T210,1988,I think we have to demonstrate some flexibility,Claim
1988_e6270cbe310c0d04e114de4ef16991c9,T211,1988,I think the FDA is attempting to do so now in trying to make it possible for new and experimental drugs to be available to people who are at risk at AIDS,Claim
1988_66e82e89c9713cd21202dab09da6169d,T212,1988,I would hope that we could bring that kind of a policy to bear beginning in January,Claim
1988_18628b5fd0e1e2166ce9781dbbbb3a5a,T213,1988,I think we're both supportive of them,Claim
1988_3ca8339ec12ddc00f0c2cf0985a2a6c1,T214,1988,I would strongly lead in that area as I have in my state as Governor,Claim
1988_ca563404c94f510653c4bf5a066f18c8,T215,1988,The special Federal commission made good solid recommendations,Claim
1988_9f3b0d6ed141d71e8380f63504554ec5,T216,1988,I think the Vice President and I are in general agreement on what we have to do,Claim
1988_a85a3a534072f16cc5f8ab15535c3a43,T217,1988,we have not had the kind of leadership we should have had,Claim
1988_0d41ccb090a5a519e200be4bff6e3db6,T218,1988,I would encourage the current administration to proceed with that kind of flexibility where it's appropriate and where it's done carefully and responsibly,Claim
1988_d2db342fa7fad597973ddfbf0d20f08c,T219,1988,I think there are a number of things we have to do including supporting legislation which is now moving through the Congress,Claim
1988_f76b1045579503a7e433ddf483ab5f34,T220,1988,which will provide sensitive and caring treatment for the victims of AIDS,Claim
1988_f745e63d80e75bfbab4e33121cdfe59c,T221,1988,which will commit this nation to the resources to find a cure which will provide broad education and prevention,Claim
1988_15daa22fa776d9b0ea4df8945200eb8a,T222,1988,It's the single most important public health crisis,Claim
1988_7db6d9bf324ecae0641865d062747953,T223,1988,single most important public health emergency we've had in our lifetimes,Claim
1988_eb7ff4c092e1b27caef1dfb0ced0c5c6,T224,1988,we're on the right track,Claim
1988_bb4cfdd472e3a295c43f7c192c082003,T225,1988,The NIH is doing a good job in research,Claim
1988_efa26eda288bd0c8ae2cd77ae8afa48b,T226,1988,The Surgeon General is doing a good job in encouraging the proper kind of education,Claim
1988_72022a91a558fee48d100e422424741d,T227,1988,I notice that the Governor did not mention any testing,Claim
1988_3d83dac0649f9cef2cce248b3be13f90,T228,1988,We can't simply stick our heads in the sands in terms of testing,Claim
1988_0cee1856865a1ae5d9471fa7bd218d4a,T229,1988,Testing should be confidential,Claim
1988_f96866f03c6a87a8c9cfea1c7d2459f8,T230,1988,we got to have a knowledge base,Claim
1988_3ab5ff3419e714d065d8a5c650e18054,T231,1988,we have to have a knowledge,Claim
1988_cbf64d9bbac9f62c2a55cefa9ceeafbe,T232,1988,we are working with the FDA and they have sped up bringing drugs to market that can help,Claim
1988_755d52a2f210d86346008a3322c37d56,T233,1988,I'm Chairman of the President's Task Force on Regulatory Relief,Premise
1988_3f4d6ea39693bc270261d564b5b1b1a1,T234,1988,you got to be careful here,Claim
1988_7d9fa134a15d427188a830be902e3986,T235,1988,there's a safety factor,Premise
1988_504d2b1811aa374095772b62df7f5933,T236,1988,I think these things being sure that that blood supply is pure,Claim
1988_07ca50b7a60cc82ce8f4dc6b0069e79d,T237,1988,I am one who believes we've got to go the extra mile in clean,Claim
1988_9680c05e478d51991b5b7a09ce96b215,T238,1988,We cannot have a lack of confidence in the blood supply when it comes to operations and surgery and things of this nature,Claim
1988_bbd7513f2e0abd2f9fb2702a8a329543,T239,1988,"research, speeding the drugs to market, testing, blood supply are very important elements of this",Claim
1988_18745a23f0c6c477cfbc0f2c84cc3114,T240,1988,"if it isn't fair, give us an example of where you have had that passion and leadership that sometimes a president needs",Claim
1988_42a7d36fd310b423b470c7fdbd094ce8,T241,1988,We need to know if this is a fair portrait of your governing or if it is a stereotype,Claim
1988_0b87148c9be2ec2369eb9ab87c1405f9,T242,1988,a president must sometimes lead by sheer inspiration and passion,Claim
1988_2cd0ae526b209b2094fb50e016914b37,T243,1988,that's a certain passion that in my view it's misguided passion,Claim
1988_5d3ae186616406dde8890d8fb179f5da,T244,1988,He introduced or supported legislation back then that suggested that kids of Massachusetts should be exempt from going overseas in that war,Premise
1988_a6a6107721d558ced61e837e170f0b4d,T245,1988,we have a big difference on issues,Claim
1988_04367ff7a6afafe8ce0905c7f25648e4,T246,1988,He is very passionate,Claim
1988_50d99d806896e294866d5fb2b66679b2,T247,1988,do we want this country to go that far left,Claim
1988_8ff84add8fffd5d21660723c07929893,T248,1988,"Then he said, ""I am a card-carrying member of the ACLU.""",Premise
1988_c71368ae99390ebb34b789ce66b47181,T249,1988,My argument with the governor is,Premise
1988_dc34732ce9d85010e56a9fe1b686d291,T250,1988,I wish we had time to let me explain,Claim
1988_53af1721f8b7450c314993cb7c5d9e03,T251,1988,I salute him for his passion,Claim
1988_8ded0638684bd62b7217b2359da76e66,T252,1988,We just have a big difference on where this country should be led,Claim
1988_8143dc8db3bc999e773e97e9ea30eb93,T253,1988,in what direction it ought to go,Claim
1988_96aff7b5d2be7613b253a5c946d9534b,T254,1988,"He said, ""I am a strong liberal Democrat"" - August, '87",Premise
1988_ec32b72604c1f41193fe325c95a12970,T255,1988,He is out there on out of the mainstream,Claim
1988_788fa545be106a0bb737a2dc56b41371,T256,1988,"last year in the primary, he expressed his passion",Claim
1988_ee6128d99e54e57e961f237e2bca9b52,T257,1988,Nothings wrong with it,Claim
1988_db5410b8ba0f0757fae48d6cbc86012d,T258,1988,I hope people don't think that I'm questioning his patriotism when I say he used his words to describe his participation in that organization,Claim
1988_75c83063818824e8d66a5bfabe7a6641,T259,1988,"that's all I'm trying to do, is put it in focus",Claim
1988_fc446f817d59e179bb52fac3c536d269,T260,1988,I believe that's not what the American people want,Claim
1988_fac455c3f677ddabdb202a868e246ab8,T261,1988,"when he said at the convention, ideology doesn't matter, just competence, he was moving away from his own record, from what his passion has been over the years",Claim
1988_f32df705479394d165b01198d67571f7,T262,1988,I am questioning his judgment on these matters,Claim
1988_159d475e3dff1a1202ad20e1adddff4c,T263,1988,where he's coming from He has every right to do it,Claim
1988_483312bd790b9cbc7aa03f40309b41ff,T264,1988,I am not,Claim
1988_247572e6717cddf2f9aee3a61bbcc437,T265,1988,then all the liberal columnists join in,Premise
1988_92d634bb75a55f33b24ae7d33fab4ae8,T266,1988,I'm not questioning his patriotism,Claim
1988_84a4118d3db916e486262d216bdaba14,T267,1988,He goes out and says the man is questioning my patriotism,Premise
1988_bc3ca7a7e61268cc03f9c9e55a28a42d,T268,1988,Governor Thompson of Illinois did,Claim
1988_ad18092aaf6658d73d6c9aa023fcbd87,T269,1988,I'd have found a way to sign that bill,Claim
1988_05ac782f24bd46e2516c7700d6c76b5c,T270,1988,I think I'm more in touch with the mainstream of America,Claim
1988_4513ab6aed5dbbe5f6992ae7c177d7bf,T271,1988,They raised the same thing with me on the Pledge of Allegiance,Claim
1988_df74cf57784deec6f16aecb9d788f27b,T272,1988,I come from a different point,Claim
1988_eccf59cada81d399fe11e55770c2d79c,T273,1988,I don't agree with that,Claim
1988_558ed39fa2888dc5e6386e9eeae9d4d6,T274,1988,He has every right to exercise his passion,Claim
1988_24ece3bbdfd5e3d716c27416e62cc1b2,T275,1988,"as what he said, a strong, progressive liberal",Premise
1988_80988fc0f92077f80970f3c3143b96ed,T276,1988,I don't agree with them,Claim
1988_50a44db3aafaeecd2c124b1cfdf22ca2,T277,1988,I don't want to see the kiddie pornographic laws repealed,Claim
1988_4272334ff5eeef2961dde6d67631018a,T278,1988,"I don't want to see ""under God"" come out from our currency",Claim
1988_1ca02cb891aff94db9960f49267c71a8,T279,1988,these are all positions of the ACLU,Claim
1988_6204e92631425aa0b0e3e49d596fc7a6,T280,1988,I don't think they're right to try to take the tax exemption away from the Catholic Church,Claim
1988_2d43ed556394f785289746cac3d459e6,T281,1988,I like those ratings systems,Claim
1988_9a2b7aebb05e49f7f6cb31d056e4ef93,T282,1988,I don't want my ten year old grandchild to go into an X-rated movie,Claim
1988_704e5a23738b113d6c969f61f5991f9a,T283,1988,I simply don't want to see the ratings on movies,Claim
1988_fda9f92c5cfa5ece41317253591544cc,T284,1988,I don't agree with a lot of - most of the positions of the ACLU,Claim
1988_53ec3ce60398a542d29960ea4cc75ed3,T285,1988,I've seen it authoritatively written twice,Claim
1988_151ff31cb78d793a493ae94381fde218,T286,1988,"I'm very, very sorry",Claim
1988_281098d6227f4e3ffc723f8b2755e740,T287,1988,"if I've done him an injustice, and he didn't say it",Premise
1988_864b8f6a62be97d46896279190a5520c,T288,1988,"he can repudiate it, right here",Claim
1988_a2f979ed6c3f80300b61fec471d893f0,T289,1988,if that quote was wrong,Premise
1988_2bc6186f0d700437d8b47bf8d4419e98,T290,1988,the liberals do not like me talking about liberal,Claim
1988_f251e372ded81cdd77e66b840581a819,T291,1988,just take a look at the positions of the ACLU,Premise
1988_6aae7c13e0566c345d3964ef1c86db15,T292,1988,They don't like it when I say that he says he's a card carrying member,Claim
1988_c4959459da74a5db28d5a0484c2de733,T293,1988,I don't think there's any question about that,Claim
1988_f173fdebb29ddb7db96bdf65c5e015e2,T294,1988,the vice president is questioning my patriotism,Premise
1988_88e3ac6e5d59a12fe12282d8451833bf,T295,1988,I resent it,Claim
1988_9cfd46a2d19b277248cf7bcb8bd1df66,T296,1988,I resent it,Claim
1988_87a6dbc78d0fa69b388d51509e4ca0cd,T297,1988,I believe in it,Claim
1988_1a87446dcc55d43857ef4b390d65ac4d,T298,1988,I'm in public service,Claim
1988_8102cfe8176e491636f8047adb15cf8f,T299,1988,I love this country,Premise
1988_36af02f568e35867ef8453149eeddfd6,T300,1988,To the best of my knowledge he's never once suggested that a session of the Senate begin with the Pledge of Allegiance,Claim
1988_38cd6776a1c518c57454bd5449536fe0,T301,1988,The fact of the matter is if the Pledge of Allegiance was the acid test of one's patriotism,Premise
1988_747e7ca5ba3aa49be27d691f4cc9de06,T302,1988,the vice president's been the presiding officer in the United States Senate for the past seven and a half years,Premise
1988_6a6506fc9f80567ddfba082620effccc,T303,1988,I immediately said it was inappropriate,Claim
1988_927c0ed243571b96ac927730a5cbe6a8,T304,1988,it had no place in this campaign,Claim
1988_3d02901bae63d00f628809d0514cb473,T305,1988,I rejected it,Claim
1988_f7f62915ff6118a65973924200f1843e,T306,1988,When you're attacked for your military record,Premise
1988_e802021915ed3b48b0dcdebb57e51154,T307,1988,"we get to the issues that affect the vast majority of Americans, jobs, schools, health care, housing, the environment",Claim
1988_d94c877674212c048506980014ac1af1,T308,1988,I want to see the McKinney Act fully funded,Claim
1988_db0b614670dc993ab0a365bac4465325,T309,1988,I believe that that would help in terms of shelter,Claim
1988_0a6a665381bca719eba2bbe4edeffb73,T310,1988,I was talking about the enormous numbers of shelters and organizations that help,Claim
1988_eb0afa6b8bb1caa844acaa03d5f79725,T311,1988,when I talked at our convention about a thousand points of light,Premise
1988_bafbc778fd987388850ff63e3430b561,T312,1988,This isn't government,Claim
1988_445edf3286c14dfea31c1f590122c9f9,T313,1988,"My campaign chairman, Secretary Jim Baker's wife",Premise
1988_563fbb96d556d48ac890c08a5894a684,T314,1988,The governor's wife has been very active in the homeless,Premise
1988_d9b7c37fc3614051cc447406d7df9775,T315,1988,The government has a role,Claim
1988_0fa79cbfa18c3f87e2245dfbadc16fb0,T316,1988,These are people that care,Claim
1988_631c894f2a14dbc0bde3bc08f68e012f,T317,1988,that are trying to give of themselves,Claim
1988_983c4f423a259e796fd00aad2e6f4f79,T318,1988,It is to fully fund the McKinney Act,Claim
1988_111996cc2b6688bb9d2a31e79cfb2afd,T319,1988,we've got to attend to them,Claim
1988_0b5d649552e18626cf670f013051b1ba,T320,1988,my short range answer is fully fund that McKinney Act,Claim
1988_5418f19369629aaed561c99c79510566,T321,1988,I think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out,Claim
1988_5ca6401bf8c50fda70abd4dc52228ba3,T322,1988,Maybe we need to do a better job in mental clinics to help them,Claim
1988_4926db3391392c8829afbe632abccfdb,T323,1988,there is a major problem there,Premise
1988_abe6a3e8f801344549d220c091d95653,T324,1988,A lot of them are mentally sick,Premise
1988_b64ae6e36ba9e2aafcff1ac393b9a5ab,T325,1988,we're on the track on this one,Claim
1988_ab8d4919123ddded3cf41eafc0b161ea,T326,1988,that was a little overstated it,Premise
1988_3e5f483e08a5906ac3a3f8d0b46e56e7,T327,1988,I'd say around 30 percent,Claim
1988_34fd604e46c8a66c220b1717a6ef68b3,T328,1988,I see the funding that is required,Claim
1988_776d25e0962cce0f9f6d4b8209436789,T329,1988,I hope the Congress will fully fund this bill,Claim
1988_302541037f15bdab091931c60dd570c5,T330,1988,They gave it a great deal of conscience and a great deal of work,Premise
1988_9269f2935134956796260ba9cebe8371,T331,1988,I see an involvement by a thousand points of light,Claim
1988_59faf49b908fe0ffdeabb211c4ddff95,T332,1988,"I don't see this, incidentally, as a Democrat or a Republican or a liberal or conservative idea",Claim
1988_8aa1ba5a3fcb4802ebc08a5f0d2c9136,T333,1988,I think that we're on the right track,Claim
1988_15a64de5accc538c13363557768fdd5a,T334,1988,There are certain army bases that the act calls for that can be used in certain cases to shelter people when it's rough,Claim
1988_ae46c30bd6ad4a92e6385af01e73b3b6,T335,1988,this is another fundamental difference that I have with the vice president,Claim
1988_798e21dabac5e2daa55626bbbcbc0854,T336,1988,just as I do in the case of health care for 37 million members of working families in this country who don't have health insurance,Premise
1988_0cbf6ee4f33289c590f04d77be15f485,T337,1988,you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income,Claim
1988_2d12a825212682d236a09b747727537b,T338,1988,"The problem, Mr. Bush, is",Premise
1988_fb161ff033ba06366deff0ff327b629f,T339,1988,"when you do that, you've have homeless families",Claim
1988_e52e4bafd504de9e45e8df5545e28c83,T340,1988,"We didn't have two and a half million, or three million homeless people living on streets and in doorways in this country ten years ago",Claim
1988_bf0b384fd02d55d2ef2c7c3ed77f92a6,T341,1988,We've got to begin to get back to the business of building and rehabilitating housing for families of low and moderate income in this country,Claim
1988_474e0fb4add0a17faf3a0abf3b00bf5e,T342,1988,housing for young families that they can look forward some day to buy,Claim
1988_f15fc8cf3584c8d008e0a84305b4ab6c,T343,1988,I think the housing community is ready,Claim
1988_ab155c30516281e192f2d403c0cdc216,T344,1988,That's an essential commitment,Claim
